serial_no,nice_class_code,mark_id_char,mark_length,statement_text,dict_indicator,pseudo_mark,formatted_text
70020737,25,PETERS SHOE CO'S DIAMOND BRAND ST. LOUIS,7,BOOTS AND SHOES,0,,"[CLS]PETERS SHOE CO'S DIAMOND BRAND ST. LOUIS [SEP] BOOTS AND SHOES [SEP] mark absent in Wordnet [SEP] Mark length is 7 [SEP] NICE category is 25 [SEP] Clothing, footwear, headgear. [SEP] Pseudo mark is  [CLS]"
70020770,4,NONPAREIL OIL,2,Refined Oil,1,,"[CLS]NONPAREIL OIL [SEP] Refined Oil [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 4 [SEP] Industrial oils and greases; lubricants; dust absorbing, wetting and binding compositions; fuels (including motor spirit) and illuminants; candles and wicks for lighting. [SEP] Pseudo mark is  [CLS]"
70020903,15,BALDWIN.,1,Pianos,0,,[CLS]BALDWIN. [SEP] Pianos [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 15 [SEP] Musical instruments. [SEP] Pseudo mark is  [CLS]
70020911,20,FAIR & SQUARE,3,DRESS SHIELDS,0,,"[CLS]FAIR & SQUARE [SEP] DRESS SHIELDS [SEP] mark absent in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 20 [SEP] Furniture, mirrors, picture frames; containers, not of metal, for storage or transport; unworked or semi-worked bone, horn, ivory, whalebone or mother-of-pearl; shells; meerschaum; yellow amber. [SEP] Pseudo mark is  [CLS]"
70020942,29,SEEMAN BROS. FAMOUS WHITE ROSE CORN,6,Canned Vegetables and Fish,0,,"[CLS]SEEMAN BROS. FAMOUS WHITE ROSE CORN [SEP] Canned Vegetables and Fish [SEP] mark absent in Wordnet [SEP] Mark length is 6 [SEP] NICE category is 29 [SEP] Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk and milk products; edible oils and fats [SEP] Pseudo mark is  [CLS]"
70020952,6,FRICTIONLESS.,1,an Alloy,0,,"[CLS]FRICTIONLESS. [SEP] an Alloy [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 6 [SEP] Common metals and their alloys; metal building materials; transportable buildings of metal; materials of metal for railway tracks; non-electric cables and wires of common metal; ironmongery, small items of metal hardware; pipes and tubes of metal; safes; goods of common metal not included in other classes; ores. [SEP] Pseudo mark is  [CLS]"
70020970,20,COMMON SENSE,2,DRESS-SHIELDS,1,,"[CLS]COMMON SENSE [SEP] DRESS-SHIELDS [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 20 [SEP] Furniture, mirrors, picture frames; containers, not of metal, for storage or transport; unworked or semi-worked bone, horn, ivory, whalebone or mother-of-pearl; shells; meerschaum; yellow amber. [SEP] Pseudo mark is  [CLS]"
70021085,3,"""LYPSYL""",1,"Cosmetics, Salves, and Ointments",0,,"[CLS]""LYPSYL"" [SEP] Cosmetics, Salves, and Ointments [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
70021191,31,PV,1,"WHEAT, CORN, BARLEY, AND RYE",0,,"[CLS]PV [SEP] WHEAT, CORN, BARLEY, AND RYE [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 31 [SEP] Raw and unprocessed agricultural, aquacultural, horticultural and forestry products; raw and unprocessed grains and seeds; fresh fruits and vegetables, fresh herbs; natural plants and flowers; bulbs, seedlings and seeds for planting; live animals; foodstuffs and beverages for animals; malt. [SEP] Pseudo mark is  [CLS]"
70021208,30,LEA & PERRINS WORCHESTERSHIRE SAUCE,5,"a Sauce for Roast Meats, Steaks, Cutlets, Chops, Fish, Curries, Gravies, Game, and Soup",0,,"[CLS]LEA & PERRINS WORCHESTERSHIRE SAUCE [SEP] a Sauce for Roast Meats, Steaks, Cutlets, Chops, Fish, Curries, Gravies, Game, and Soup [SEP] mark absent in Wordnet [SEP] Mark length is 5 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is  [CLS]"
70021318,32,HUDOR,1,MINERAL WATERS AND OTHER NON-ALCOHOLIC DRINKS,0,,[CLS]HUDOR [SEP] MINERAL WATERS AND OTHER NON-ALCOHOLIC DRINKS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 32 [SEP] Beers; mineral and aerated waters and other non-alcoholic beverages; fruit beverages and fruit juices; syrups and other preparations for making beverages. [SEP] Pseudo mark is  [CLS]
70021340,29,BLUE RIBBON BRAND,3,CANNED VEGETABLES AND FRUITS,1,,"[CLS]BLUE RIBBON BRAND [SEP] CANNED VEGETABLES AND FRUITS [SEP] mark present in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 29 [SEP] Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk and milk products; edible oils and fats [SEP] Pseudo mark is  [CLS]"
70021464,14,ELGIN NATIONAL WATCH CO.,4,Watches,0,,"[CLS]ELGIN NATIONAL WATCH CO. [SEP] Watches [SEP] mark absent in Wordnet [SEP] Mark length is 4 [SEP] NICE category is 14 [SEP] Precious metals and their alloys; jewellery, precious and semi-precious stones; horological and chronometric instruments. [SEP] Pseudo mark is  [CLS]"
70021571,33,J&W.NICHOLSON&CO. SCOTCH WHISKY LONDON,4,All Spirituous and Fermented Liquors Except Brandy,0,JW NICHOLSON,[CLS]J&W.NICHOLSON&CO. SCOTCH WHISKY LONDON [SEP] All Spirituous and Fermented Liquors Except Brandy [SEP] mark absent in Wordnet [SEP] Mark length is 4 [SEP] NICE category is 33 [SEP] Alcoholic beverages (except beers). [SEP] Pseudo mark is JW NICHOLSON [CLS]
70021630,5,COTTONOID,1,MEDICATED COTTON,0,,"[CLS]COTTONOID [SEP] MEDICATED COTTON [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
70021647,5,VAPO-CRESOLENE,1,MEDICAL COMPOUND FOR THE ALLEVIATION OF LUNG AND THROAT INITATIONS,0,,"[CLS]VAPO-CRESOLENE [SEP] MEDICAL COMPOUND FOR THE ALLEVIATION OF LUNG AND THROAT INITATIONS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
70021676,3,NUGGET.,1,Laundry Soap,0,,"[CLS]NUGGET. [SEP] Laundry Soap [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
70021716,33,REAL COMPANHIA DOS VINHOS DO PORTO,6,Portuguese Wines,0,,[CLS]REAL COMPANHIA DOS VINHOS DO PORTO [SEP] Portuguese Wines [SEP] mark absent in Wordnet [SEP] Mark length is 6 [SEP] NICE category is 33 [SEP] Alcoholic beverages (except beers). [SEP] Pseudo mark is  [CLS]
70021856,29,I WILL,2,"Canned Fish, Fruits, and Vegetables",1,,"[CLS]I WILL [SEP] Canned Fish, Fruits, and Vegetables [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 29 [SEP] Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk and milk products; edible oils and fats [SEP] Pseudo mark is  [CLS]"
70021900,5,ALCOOL DE MENTHE DE RICQLES,5,Mint-Alcohol,0,,"[CLS]ALCOOL DE MENTHE DE RICQLES [SEP] Mint-Alcohol [SEP] mark absent in Wordnet [SEP] Mark length is 5 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
70021933,7,REFLEX,1,PRINTERS' AND LITHOGRAPHERS' INK,1,,[CLS]REFLEX [SEP] PRINTERS' AND LITHOGRAPHERS' INK [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 7 [SEP] Machines and machine tools; motors and engines (except for land vehicles); machine coupling and transmission components (except for land vehicles); agricultural implements other than hand-operated; incubators for eggs; automatic vending machines. [SEP] Pseudo mark is  [CLS]
70022212,30,PARCHED ROLLED OATS QUAIL BRAND,5,"ROLLED OATS, VELVET MEAL, CORN GRITS, AND SELF-RISING GRIDDLE-CAKE FLOUR",1,,"[CLS]PARCHED ROLLED OATS QUAIL BRAND [SEP] ROLLED OATS, VELVET MEAL, CORN GRITS, AND SELF-RISING GRIDDLE-CAKE FLOUR [SEP] mark present in Wordnet [SEP] Mark length is 5 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is  [CLS]"
70022266,5,STORM'S,1,"((MEDICINAL PREPARATION FOR DISEASES OF THE LIVER, STOMACH, OR BOWELS));LAXATIVE",0,,"[CLS]STORM'S [SEP] ((MEDICINAL PREPARATION FOR DISEASES OF THE LIVER, STOMACH, OR BOWELS));LAXATIVE [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
70022335,6,JENKINS TRADE MARK,3,Valves and Steam-Packing,0,,"[CLS]JENKINS TRADE MARK [SEP] Valves and Steam-Packing [SEP] mark absent in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 6 [SEP] Common metals and their alloys; metal building materials; transportable buildings of metal; materials of metal for railway tracks; non-electric cables and wires of common metal; ironmongery, small items of metal hardware; pipes and tubes of metal; safes; goods of common metal not included in other classes; ores. [SEP] Pseudo mark is  [CLS]"
70022384,24,D.M.C.,1,"COTTON, LINEN, SILK, WOOLEN AND HAIR YARNS AND THREAD",0,DMC,"[CLS]D.M.C. [SEP] COTTON, LINEN, SILK, WOOLEN AND HAIR YARNS AND THREAD [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 24 [SEP] Textiles and substitutes for textiles; bed covers; table covers; household linen; curtains of textile or plastic. [SEP] Pseudo mark is DMC [CLS]"
70022386,24,D.M.C.,1,"COTTON, LINEN, SILK, WOOLEN AND HAIR YARNS AND THREAD",0,DMC,"[CLS]D.M.C. [SEP] COTTON, LINEN, SILK, WOOLEN AND HAIR YARNS AND THREAD [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 24 [SEP] Textiles and substitutes for textiles; bed covers; table covers; household linen; curtains of textile or plastic. [SEP] Pseudo mark is DMC [CLS]"
70022387,23,D.M.C.,1,"COTTON, LINEN, SILK, WOOLEN AND HAIR YARNS AND THREAD",0,DMC,"[CLS]D.M.C. [SEP] COTTON, LINEN, SILK, WOOLEN AND HAIR YARNS AND THREAD [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 23 [SEP] Yarns and threads, for textile use. [SEP] Pseudo mark is DMC [CLS]"
70022394,2,NAVALITE,1,"VARNISHES, STAINS, DRIERS, JAPANS, AND KINDRED GOODS.",0,,"[CLS]NAVALITE [SEP] VARNISHES, STAINS, DRIERS, JAPANS, AND KINDRED GOODS. [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 2 [SEP] Paints, varnishes, lacquers; preservatives against rust and against deterioration of wood; colorants; mordants; raw natural resins; metals in foil and powder form for painters, decorators, printers and artists. [SEP] Pseudo mark is  [CLS]"
70022406,32,COCA-COLA,1,[ NUTRIENT OR ] TONIC BEVERAGES,0,,[CLS]COCA-COLA [SEP] [ NUTRIENT OR ] TONIC BEVERAGES [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 32 [SEP] Beers; mineral and aerated waters and other non-alcoholic beverages; fruit beverages and fruit juices; syrups and other preparations for making beverages. [SEP] Pseudo mark is  [CLS]
70022436,3,ATLAS WASHING FLUID,3,WASHING FLUID,1,,"[CLS]ATLAS WASHING FLUID [SEP] WASHING FLUID [SEP] mark present in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
70022443,5,COSMOLINE,1,UNGUENTS,0,,"[CLS]COSMOLINE [SEP] UNGUENTS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
70022536,30,PEERLESS BRAND,2,"((MILK, CONDENSED AND PLAIN, EVAPORATED CREAM,)) BUTTER AND CHEESE",1,,"[CLS]PEERLESS BRAND [SEP] ((MILK, CONDENSED AND PLAIN, EVAPORATED CREAM,)) BUTTER AND CHEESE [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is  [CLS]"
70022546,3,CASHMERE BOUQUET,2,"Soap, Perfumery, and Toilet Preparations",1,,"[CLS]CASHMERE BOUQUET [SEP] Soap, Perfumery, and Toilet Preparations [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
70022547,3,CASHMERE,1,Soap [Perfumery and Toilet Preparation s],1,,"[CLS]CASHMERE [SEP] Soap [Perfumery and Toilet Preparation s] [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
70022548,3,CAPRICE,1,"Soap, Perfumery and Toilet Preparations",1,,"[CLS]CAPRICE [SEP] Soap, Perfumery and Toilet Preparations [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
70022623,17,MICANITE PERFECT INSULATOR,3,Insulation Composed of Mica Built up with Shellac or Similar Insulating Cement,0,,"[CLS]MICANITE PERFECT INSULATOR [SEP] Insulation Composed of Mica Built up with Shellac or Similar Insulating Cement [SEP] mark absent in Wordnet [SEP] Mark length is 3 [SEP] NICE category is 17 [SEP] Unprocessed and semi-processed rubber, gutta-percha, gum, asbestos, mica and substitutes for all these materials; plastics and resins in extruded form for use in manufacture; packing, stopping and insulating materials; flexible pipes, tubes and hoses, not of metal. [SEP] Pseudo mark is  [CLS]"
70022752,6,PS STUBS,2,STEEL,1,,"[CLS]PS STUBS [SEP] STEEL [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 6 [SEP] Common metals and their alloys; metal building materials; transportable buildings of metal; materials of metal for railway tracks; non-electric cables and wires of common metal; ironmongery, small items of metal hardware; pipes and tubes of metal; safes; goods of common metal not included in other classes; ores. [SEP] Pseudo mark is  [CLS]"
70022753,6,STUBS,1,STEEL,1,,"[CLS]STUBS [SEP] STEEL [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 6 [SEP] Common metals and their alloys; metal building materials; transportable buildings of metal; materials of metal for railway tracks; non-electric cables and wires of common metal; ironmongery, small items of metal hardware; pipes and tubes of metal; safes; goods of common metal not included in other classes; ores. [SEP] Pseudo mark is  [CLS]"
70022843,3,PEARS,1,SOAPS IN VARIOUS FORMS,1,,"[CLS]PEARS [SEP] SOAPS IN VARIOUS FORMS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
70023017,25,FOWNES',1,Gloves,0,,"[CLS]FOWNES' [SEP] Gloves [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 25 [SEP] Clothing, footwear, headgear. [SEP] Pseudo mark is  [CLS]"
70023089,1,SEEMAN BROS. FAMOUS WHITE ROSE PEARS,6,Canned Fruits,0,SEAMAN BROTHERS FAMOUS WHITE ROSE PEARS,"[CLS]SEEMAN BROS. FAMOUS WHITE ROSE PEARS [SEP] Canned Fruits [SEP] mark absent in Wordnet [SEP] Mark length is 6 [SEP] NICE category is 1 [SEP] Chemicals used in industry, science and photography, as well as in agriculture, horticulture and forestry; unprocessed artificial resins, unprocessed plastics; manures; fire extinguishing compositions; tempering and soldering preparations; chemical substances for preserving foodstuffs; tanning substances; adhesives used in industry. [SEP] Pseudo mark is SEAMAN BROTHERS FAMOUS WHITE ROSE PEARS [CLS]"
